,TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Hour,AmountToBalanceRatio,TransactionEfficiency,Cluster
555,913.49125,2023-05-15 16:52:40,Debit,Austin,Branch,19,Student,68.0,1,1830.98,2024-11-04 08:07:32,16.0,0.4986360386030415,13.239003623188406,0
556,2.030000000000001,2024-01-01 16:07:05,Credit,Detroit,ATM,33,Engineer,28.0,1,3012.3099999999995,2024-11-04 08:08:50,16.0,0.0006736777829031843,0.07000000000000006,0
557,770.65,2023-07-05 17:49:26,Debit,Jacksonville,Online,31,Doctor,137.0,1,7198.8,2024-11-04 08:09:01,17.0,0.10703769549154142,5.584420289855072,0
558,260.31,2023-02-28 16:46:55,Debit,Austin,Branch,63,Doctor,113.0,1,10980.379999999997,2024-11-04 08:12:03,16.0,0.02370467099763418,2.283421052631579,0
559,356.1,2023-10-25 16:13:39,Credit,Fort Worth,Branch,26,Student,187.0,1,868.3499999999995,2024-11-04 08:11:02,16.0,0.4096163800540634,1.8941489361702128,0
560,27.069999999999965,2023-03-06 17:39:01,Credit,Virginia Beach,Branch,80,Retired,39.0,1,3773.29,2024-11-04 08:09:57,17.0,0.007172209872585308,0.67675,0
561,119.89,2023-12-19 17:11:31,Debit,Tucson,ATM,67,Doctor,60.0,1,6697.77,2024-11-04 08:09:02,17.0,0.017897315477318973,1.9654098360655738,0
562,106.39,2023-02-13 18:42:09,Debit,Virginia Beach,Online,37,Doctor,281.0,1,9410.99,2024-11-04 08:10:32,18.0,0.011303666918473142,0.37726950354609934,0
563,12.039999999999992,2023-11-15 16:08:52,Debit,Fort Worth,Online,37,Engineer,58.0,1,6213.32,2024-11-04 08:08:25,16.0,0.001937460574930161,0.20406779661016938,0
564,365.7,2023-01-27 16:35:40,Debit,Houston,Branch,21,Student,115.0,2,368.77999999999975,2024-11-04 08:10:17,16.0,0.9889664124614637,3.152586206896552,0
565,29.379999999999995,2023-02-15 16:30:09,Credit,Baltimore,Branch,28,Student,63.00000000000001,1,1663.31,2024-11-04 08:11:08,16.0,0.017652961287260183,0.45906249999999993,0
566,319.85,2023-07-26 16:44:22,Debit,Denver,ATM,60,Doctor,148.0,1,711.6599999999994,2024-11-04 08:07:45,16.0,0.4488114949625348,2.1466442953020137,0
567,350.14,2023-03-24 18:50:42,Credit,Los Angeles,Online,75,Retired,38.0,1,2403.25,2024-11-04 08:08:40,18.0,0.14563377352604762,8.977948717948717,0
568,163.94,2023-08-03 18:49:37,Credit,Virginia Beach,Branch,52,Retired,73.0,1,5957.37,2024-11-04 08:09:51,18.0,0.02751423627602851,2.2154054054054053,0
569,170.53,2023-02-06 18:59:44,Debit,Oklahoma City,Branch,24,Student,58.0,1,801.0100000000002,2024-11-04 08:09:49,18.0,0.21262827146793684,2.8903389830508477,0
570,262.22,2023-07-13 17:48:24,Credit,Baltimore,ATM,40,Engineer,136.0,1,5711.71,2024-11-04 08:12:12,17.0,0.04590115724411007,1.9140145985401462,0
571,41.49000000000001,2023-04-24 16:47:20,Debit,Albuquerque,Online,24,Student,13.0,1,928.3299999999999,2024-11-04 08:12:03,16.0,0.04464506687613657,2.9635714285714285,0
572,121.43,2023-03-21 16:20:33,Credit,Sacramento,Branch,52,Engineer,243.0,1,7365.28,2024-11-04 08:07:28,16.0,0.01648457566098492,0.49766393442622947,0
573,350.46,2023-12-08 16:16:02,Debit,Nashville,Branch,51,Retired,165.0,1,5839.38,2024-11-04 08:06:32,16.0,0.060006369448563274,2.1112048192771082,0
574,220.41,2023-09-04 16:42:49,Credit,El Paso,Online,26,Engineer,155.0,1,5116.98,2024-11-04 08:10:04,16.0,0.043065818936377245,1.4128846153846153,0
575,33.46000000000001,2023-02-20 16:52:03,Debit,Seattle,ATM,72,Retired,111.0,1,3641.07,2024-11-04 08:09:12,16.0,0.00918708316973589,0.29875000000000007,0
576,104.79,2023-08-07 16:06:32,Debit,Denver,ATM,70,Doctor,223.0,1,1352.1899999999996,2024-11-04 08:10:07,16.0,0.07743923617525994,0.46781249999999996,0
577,246.27,2023-12-27 16:48:30,Debit,Fresno,Online,29,Doctor,141.0,1,7299.86,2024-11-04 08:10:57,16.0,0.03373164257361462,1.7342957746478873,0
578,48.849999999999994,2023-12-08 16:45:12,Debit,Dallas,ATM,19,Student,176.0,1,1503.5600000000004,2024-11-04 08:07:15,16.0,0.03246796405593662,0.2759887005649717,0
579,332.0,2023-04-27 16:27:41,Debit,Charlotte,ATM,69,Retired,17.0,1,5943.13,2024-11-04 08:07:03,16.0,0.05585342177913336,18.444444444444443,0
580,118.1,2023-10-31 16:49:13,Debit,Memphis,Online,54,Engineer,167.0,1,895.6599999999999,2024-11-04 08:09:14,16.0,0.13171101643878394,0.7029761904761904,0
581,84.59,2023-04-19 16:54:46,Credit,Las Vegas,Branch,67,Doctor,10.0,1,5669.1,2024-11-04 08:07:12,16.0,0.014918608137422622,7.6899999999999995,0
582,295.64,2023-12-14 17:31:18,Debit,Jacksonville,Online,21,Student,82.0,1,1061.9600000000005,2024-11-04 08:10:41,17.0,0.2781289982689847,3.5619277108433733,0
583,514.33,2023-06-02 16:27:08,Debit,Philadelphia,Branch,25,Student,160.0,1,1592.9400000000005,2024-11-04 08:12:17,16.0,0.3226783944188614,3.1945962732919257,0
584,913.49125,2023-02-27 18:23:11,Debit,San Antonio,ATM,43,Doctor,169.0,1,6215.96,2024-11-04 08:12:19,18.0,0.14693535908225241,5.37347794117647,0
585,94.59000000000002,2023-12-01 17:04:00,Debit,Washington,Online,39,Doctor,34.0,1,6171.89,2024-11-04 08:10:37,17.0,0.01532345465414093,2.702571428571429,0
586,80.43,2023-01-04 16:09:43,Debit,Columbus,Branch,59,Retired,157.0,1,5987.67,2024-11-04 08:08:18,16.0,0.01343036099835189,0.5090506329113924,0
587,54.25,2023-07-31 16:51:50,Debit,Virginia Beach,Online,68,Doctor,37.0,1,14783.33,2024-11-04 08:08:53,16.0,0.003669425668934606,1.4276315789473684,0
588,178.88,2023-06-19 17:31:08,Credit,Dallas,Branch,76,Retired,93.0,4,4708.29,2024-11-04 08:12:10,17.0,0.03798449447793616,1.9029787234042552,0
589,518.85,2023-10-23 18:37:47,Debit,Kansas City,Online,22,Student,82.0,1,1806.0,2024-11-04 08:06:37,18.0,0.28713337022689545,6.251204819277108,0
590,10.650000000000006,2023-04-24 16:24:49,Debit,Louisville,Online,54,Doctor,161.0,1,13240.72,2024-11-04 08:10:21,16.0,0.0008042761816440744,0.06574074074074066,0
591,198.62,2023-05-15 16:19:14,Credit,Tucson,Branch,27,Student,84.0,1,1196.0699999999997,2024-11-04 08:06:38,16.0,0.16592179237638569,2.336705882352941,0
592,107.03,2023-03-06 18:27:13,Debit,Miami,Branch,27,Student,73.0,1,1408.0699999999997,2024-11-04 08:12:13,18.0,0.07595790131079365,1.4463513513513513,0
593,139.57,2023-11-17 17:59:11,Debit,Fort Worth,ATM,19,Student,263.0,3,271.77999999999975,2024-11-04 08:07:23,17.0,0.511657746169074,0.5286742424242425,0
594,312.47,2023-05-02 17:24:26,Debit,Milwaukee,ATM,49,Engineer,148.0,4,9419.27,2024-11-04 08:08:05,17.0,0.03316996221976653,2.097114093959732,0
595,346.11,2023-01-04 17:00:17,Debit,Dallas,Branch,41,Engineer,213.0,1,9551.64,2024-11-04 08:08:03,17.0,0.03623186888650677,1.617336448598131,0
596,138.06,2023-07-25 17:21:53,Debit,Charlotte,Branch,44,Engineer,159.0,1,1070.4700000000003,2024-11-04 08:06:52,17.0,0.12885101776064659,0.8628750000000001,0
597,158.02,2023-09-20 17:09:14,Debit,New York,ATM,49,Engineer,120.0,1,9374.24,2024-11-04 08:09:57,17.0,0.01685503517776612,1.3059504132231405,0
598,830.01,2023-07-21 16:43:59,Credit,Chicago,Online,66,Retired,96.0,1,4253.18,2024-11-04 08:11:27,16.0,0.19510457949593102,8.55680412371134,0
599,435.5,2023-05-15 18:41:05,Debit,Oklahoma City,ATM,55,Retired,112.0,1,6981.03,2024-11-04 08:09:40,18.0,0.062374409734704664,3.853982300884956,0
600,110.48999999999998,2023-10-31 17:06:47,Debit,Raleigh,Online,57,Doctor,48.0,1,10483.93,2024-11-04 08:12:20,17.0,0.010537981655576144,2.2548979591836735,0
601,329.4,2023-12-25 16:30:09,Debit,Denver,Online,34,Doctor,68.0,1,9588.07,2024-11-04 08:07:55,16.0,0.03435161074014477,4.77391304347826,0
602,635.4000000000001,2023-09-19 16:55:00,Debit,Denver,ATM,47,Doctor,106.0,1,1238.1100000000001,2024-11-04 08:11:45,16.0,0.5127874038624497,5.9383177570093455,0
603,769.97,2023-02-16 18:56:44,Debit,San Diego,Branch,22,Student,23.0,1,1244.9299999999998,2024-11-04 08:09:51,18.0,0.6179881694798263,32.08208333333334,0
604,175.07,2023-09-04 17:46:20,Debit,Colorado Springs,Branch,26,Student,169.0,1,1040.25,2024-11-04 08:08:15,17.0,0.1681344537815126,1.0298235294117646,0
605,7.310000000000002,2023-06-26 16:04:11,Debit,Las Vegas,Branch,78,Retired,282.0,1,5757.67,2024-11-04 08:07:15,16.0,0.0012693903279750382,0.025830388692579476,0
606,175.15,2023-11-09 17:02:41,Debit,Detroit,ATM,27,Student,32.0,1,1712.65,2024-11-04 08:09:45,17.0,0.1022087357395034,5.307575757575758,0
607,32.53999999999999,2023-07-04 16:25:35,Debit,Oklahoma City,Online,25,Student,183.0,4,1544.8800000000006,2024-11-04 08:07:01,16.0,0.021049499314306414,0.1768478260869566,0
608,121.82,2023-09-08 18:24:14,Debit,Dallas,Online,60,Doctor,119.0,1,13293.83,2024-11-04 08:11:30,18.0,0.009162960338718135,1.0151666666666666,0
609,56.120000000000005,2023-09-13 18:49:55,Debit,El Paso,ATM,30,Doctor,102.0,1,8839.67,2024-11-04 08:09:30,18.0,0.006347935167809682,0.5448543689320386,0
610,424.7,2023-01-30 17:37:14,Credit,Miami,Online,56,Retired,178.0,1,6239.89,2024-11-04 08:08:25,17.0,0.06805119141660884,2.3726256983240224,0
611,35.16,2023-10-25 17:50:23,Debit,Chicago,Branch,32,Engineer,130.0,1,8459.18,2024-11-04 08:10:34,17.0,0.0041559399445401865,0.26839694656488544,0
612,35.72999999999999,2023-06-12 16:48:03,Debit,Miami,Branch,65,Doctor,87.0,1,9073.17,2024-11-04 08:11:09,16.0,0.003937550211203886,0.40602272727272726,0
613,3.440000000000026,2023-01-19 17:24:30,Debit,Fort Worth,ATM,78,Retired,108.0,1,7561.33,2024-11-04 08:12:20,17.0,0.00045488625860019144,0.03155963302752296,0
614,913.49125,2023-04-28 18:11:55,Credit,Fort Worth,Branch,21,Student,235.0,1,694.0300000000002,2024-11-04 08:08:00,18.0,1.3143191660791622,3.870725635593221,0
615,139.03,2023-08-30 18:00:09,Credit,Los Angeles,Online,50,Engineer,81.0,1,2276.57,2024-11-04 08:11:29,18.0,0.06104312930008737,1.6954878048780488,0
616,254.92,2023-09-18 16:04:06,Credit,San Antonio,ATM,28,Engineer,169.0,1,2791.12,2024-11-04 08:07:18,16.0,0.09129980086815753,1.4995294117647058,0
617,115.11,2023-05-05 17:34:22,Debit,Albuquerque,Online,28,Engineer,139.0,1,9808.97,2024-11-04 08:10:18,17.0,0.011733980837861889,0.8222142857142858,0
618,171.11,2023-05-15 16:52:24,Debit,San Francisco,ATM,57,Retired,171.0,1,6324.09,2024-11-04 08:08:40,16.0,0.02705257948898751,0.9948255813953489,0
619,168.54,2023-02-02 16:13:13,Debit,Oklahoma City,ATM,70,Doctor,142.0,2,13406.0,2024-11-04 08:08:14,16.0,0.012571044976504811,1.1786013986013986,0
620,420.76,2023-02-23 16:04:35,Debit,Miami,Branch,51,Retired,76.0,1,6581.55,2024-11-04 08:08:38,16.0,0.06392051712482244,5.464415584415584,0
621,408.46,2023-03-01 16:17:46,Debit,Raleigh,Branch,64,Retired,28.0,1,3140.79,2024-11-04 08:08:20,16.0,0.13000868931405346,14.084827586206895,0
622,913.49125,2023-08-23 16:35:42,Credit,Detroit,Online,30,Doctor,45.0,1,10357.26,2024-11-04 08:09:09,16.0,0.08818964285507412,19.85850543478261,0
623,342.17,2023-12-14 16:09:42,Credit,New York,Branch,21,Student,247.0,1,461.8299999999999,2024-11-04 08:08:32,16.0,0.7392995268241039,1.379717741935484,0
624,580.71,2023-09-20 16:37:48,Debit,Philadelphia,ATM,53,Engineer,95.0,1,5670.0,2024-11-04 08:10:54,16.0,0.1023999294657027,6.0490625,0
625,821.54,2023-08-22 18:11:16,Credit,Atlanta,Branch,79,Retired,36.0,1,4040.32,2024-11-04 08:11:57,18.0,0.203285065275702,22.203783783783784,0
626,253.47,2023-06-14 17:07:08,Debit,Atlanta,Branch,20,Student,238.0,1,220.51000000000022,2024-11-04 08:08:12,17.0,1.1442824251726784,1.0605439330543933,0
627,22.810000000000002,2023-05-29 17:53:03,Debit,New York,Online,62,Retired,75.0,1,3634.76,2024-11-04 08:07:59,17.0,0.006273791449380596,0.3001315789473684,0
628,266.57,2023-07-03 17:56:59,Credit,Boston,Online,39,Engineer,96.0,1,7180.48,2024-11-04 08:07:10,17.0,0.03711908965839911,2.748144329896907,0
629,374.61,2023-08-29 18:30:36,Credit,Mesa,Online,75,Retired,37.0,1,1389.7100000000005,2024-11-04 08:11:24,18.0,0.2693660072912397,9.858157894736843,0
630,339.35,2023-02-03 16:08:47,Credit,Boston,ATM,78,Retired,70.0,1,5002.7,2024-11-04 08:08:17,16.0,0.0678198133381298,4.779577464788733,0
631,810.36,2023-01-17 16:59:03,Debit,Columbus,ATM,20,Student,67.0,1,9239.12,2024-11-04 08:07:19,16.0,0.08770015973818521,11.917058823529413,0
632,9.829999999999984,2023-07-24 17:04:17,Debit,Memphis,ATM,24,Student,86.0,1,666.4199999999996,2024-11-04 08:09:03,17.0,0.014728356956639002,0.11298850574712649,0
633,135.57,2023-06-14 17:17:34,Credit,Boston,Branch,51,Doctor,116.0,1,11351.64,2024-11-04 08:11:44,17.0,0.011941715759506158,1.1587179487179486,0
634,340.05,2023-10-27 17:26:53,Debit,Detroit,ATM,43,Engineer,37.0,1,7234.15,2024-11-04 08:07:43,17.0,0.04699971666102293,8.948684210526316,0
635,283.45,2023-10-17 17:24:47,Debit,Colorado Springs,Branch,27,Engineer,127.0,1,2049.51,2024-11-04 08:08:51,17.0,0.13823390278516073,2.214453125,0
636,100.98999999999998,2023-05-29 16:20:29,Debit,New York,ATM,68,Doctor,114.0,1,8865.27,2024-11-04 08:09:12,16.0,0.01139035919276088,0.8781739130434782,0
637,90.87999999999998,2023-02-20 16:48:49,Debit,Albuquerque,Branch,18,Student,176.0,1,3908.47,2024-11-04 08:07:13,16.0,0.023246117760207904,0.5134463276836159,0
638,655.15,2023-01-02 16:22:54,Debit,Seattle,ATM,26,Engineer,264.0,1,5587.44,2024-11-04 08:07:15,16.0,0.11723307398844758,2.472264150943396,0
639,320.55,2023-05-01 17:11:47,Debit,Milwaukee,Online,50,Engineer,118.0,1,438.75,2024-11-04 08:08:14,17.0,0.7289368959636158,2.693697478991597,0
640,41.50999999999999,2023-10-04 16:47:33,Debit,Phoenix,Online,28,Student,48.0,1,609.6000000000004,2024-11-04 08:11:54,16.0,0.06798231247952832,0.847142857142857,0
641,71.53,2023-10-30 16:49:25,Credit,Jacksonville,Branch,68,Retired,39.0,1,2393.73,2024-11-04 08:12:00,16.0,0.029869755671829392,1.7882500000000001,0
642,467.13,2023-09-28 17:18:26,Credit,Kansas City,Branch,54,Retired,45.0,1,3914.84,2024-11-04 08:06:58,17.0,0.1192924123559696,10.155,0
643,235.4,2023-09-26 17:02:25,Debit,Detroit,Branch,28,Student,70.0,1,818.3599999999997,2024-11-04 08:10:13,17.0,0.2872974028510057,3.315492957746479,0
644,159.32,2023-01-16 18:57:13,Debit,Seattle,Branch,18,Student,100.0,1,304.4399999999996,2024-11-04 08:10:32,18.0,0.5216081718177056,1.5774257425742573,0
645,50.829999999999984,2023-12-18 16:06:14,Credit,Philadelphia,Online,30,Doctor,48.0,1,9553.42,2024-11-04 08:10:06,16.0,0.005320050824644512,1.03734693877551,0
646,56.889999999999986,2023-02-03 18:03:56,Credit,Houston,Branch,59,Engineer,56.0,1,3034.67,2024-11-04 08:09:52,18.0,0.01874050868506788,0.9980701754385966,0
647,20.22,2023-03-10 18:26:19,Debit,Jacksonville,ATM,43,Engineer,138.0,1,5515.32,2024-11-04 08:06:32,18.0,0.003665487136351772,0.14546762589928064,0
648,50.400000000000006,2023-03-27 17:02:44,Debit,San Antonio,Branch,36,Doctor,84.0,1,1677.0100000000002,2024-11-04 08:07:17,17.0,0.030035577857104544,0.5929411764705881,0
649,73.88,2023-05-08 17:42:36,Debit,Los Angeles,Branch,53,Retired,131.0,1,4055.55,2024-11-04 08:08:11,17.0,0.0182125204915507,0.5596969696969696,0
650,119.61,2023-03-14 16:21:01,Debit,San Diego,ATM,33,Doctor,53.00000000000001,1,9899.94,2024-11-04 08:07:28,16.0,0.012080671128195906,2.215,0
651,913.49125,2023-11-21 16:26:41,Debit,Miami,Branch,18,Student,129.0,1,756.7399999999998,2024-11-04 08:11:48,16.0,1.2055470873914536,7.026855769230769,0
652,116.58,2023-08-31 16:38:18,Debit,Raleigh,Branch,43,Engineer,247.0,1,2620.74,2024-11-04 08:06:50,16.0,0.04446665191819174,0.47008064516129044,0
653,913.49125,2023-06-27 17:48:25,Debit,Portland,ATM,30,Doctor,161.0,1,11090.24,2024-11-04 08:10:27,17.0,0.08236150782058634,5.63883487654321,0
654,391.96,2023-06-19 16:21:58,Debit,Nashville,ATM,64,Retired,79.0,1,2174.16,2024-11-04 08:06:47,16.0,0.18019823829051657,4.8995,0
655,156.26,2023-01-02 17:49:44,Credit,Virginia Beach,Branch,46,Engineer,160.0,1,7854.1,2024-11-04 08:09:29,17.0,0.01989280849384476,0.9705590062111802,0
656,427.0,2023-07-31 17:04:29,Credit,Oklahoma City,Branch,49,Engineer,163.0,1,8253.65,2024-11-04 08:07:30,17.0,0.051728419739177314,2.6036585365853657,0
657,443.68,2023-04-25 18:58:32,Debit,Tucson,ATM,18,Student,137.0,1,874.1499999999996,2024-11-04 08:10:26,18.0,0.5069759469805176,3.215072463768116,0
658,101.76,2023-02-20 17:27:24,Debit,Philadelphia,Branch,31,Doctor,26.0,1,6043.25,2024-11-04 08:11:08,17.0,0.01683583571162675,3.768888888888889,0
659,67.57,2023-08-17 16:44:38,Debit,Charlotte,Branch,37,Engineer,107.0,1,2766.12,2024-11-04 08:11:15,16.0,0.02441889039868166,0.625648148148148,0
660,326.29,2023-12-06 17:10:35,Debit,Denver,Online,56,Engineer,179.0,1,8171.26,2024-11-04 08:10:44,17.0,0.03992653195077005,1.8127222222222223,0
661,158.56,2023-02-28 17:28:13,Debit,Sacramento,ATM,33,Doctor,100.0,1,5401.21,2024-11-04 08:10:48,17.0,0.029350950814574037,1.56990099009901,0
662,56.02000000000001,2023-06-19 17:50:29,Debit,Memphis,Online,27,Student,142.0,1,3548.02,2024-11-04 08:07:58,17.0,0.015784639139818882,0.3917482517482518,0
663,288.28,2023-01-17 17:11:24,Debit,Portland,Online,27,Student,36.0,1,160.82999999999993,2024-11-04 08:06:33,17.0,1.7813755175183832,7.79135135135135,2
664,245.67,2023-01-02 18:35:07,Credit,Portland,Branch,24,Student,107.0,1,752.2499999999995,2024-11-04 08:07:45,18.0,0.32614669764354465,2.274722222222222,0
665,152.18,2023-08-07 16:57:22,Credit,Los Angeles,Online,39,Engineer,176.0,4,2459.84,2024-11-04 08:10:50,16.0,0.061840672290762504,0.859774011299435,0
666,114.35,2023-11-27 16:16:19,Credit,El Paso,Branch,41,Engineer,21.0,1,469.1199999999999,2024-11-04 08:10:13,16.0,0.24323576959074278,5.197727272727272,0
667,373.27,2023-07-18 18:03:03,Credit,Miami,Online,61,Doctor,79.0,1,8441.61,2024-11-04 08:06:36,18.0,0.04421263092811346,4.665875,0
668,504.63,2023-11-13 17:07:10,Debit,Portland,Online,60,Engineer,168.0,1,3806.16,2024-11-04 08:07:50,17.0,0.1325476207987056,2.9859763313609466,0
669,126.22,2023-05-04 16:25:15,Debit,Atlanta,ATM,46,Engineer,77.0,4,6133.41,2024-11-04 08:07:41,16.0,0.020575735889841074,1.6182051282051282,0
670,820.15,2023-12-18 16:33:01,Debit,Kansas City,Branch,47,Doctor,181.0,1,8802.97,2024-11-04 08:10:34,16.0,0.09315683719958155,4.506318681318681,0
671,913.49125,2023-03-31 16:52:35,Credit,Houston,Online,68,Doctor,127.0,1,14881.77,2024-11-04 08:09:09,16.0,0.06137911490938851,7.136650390625,0
672,8.370000000000033,2023-01-12 16:21:27,Debit,Colorado Springs,ATM,63,Retired,135.0,1,1106.3400000000001,2024-11-04 08:11:23,16.0,0.007558654071920093,0.061544117647058805,0
673,197.49,2023-07-03 16:36:45,Credit,Fresno,Online,53,Retired,30.0,1,5005.33,2024-11-04 08:06:40,16.0,0.03944805875761286,6.370645161290323,0
674,637.97,2023-10-23 17:17:18,Debit,New York,Branch,58,Retired,90.0,1,7949.03,2024-11-04 08:07:56,17.0,0.08024749592139904,7.010659340659341,0
675,13.52000000000001,2023-05-15 16:51:28,Debit,Seattle,ATM,26,Student,65.0,1,259.77000000000044,2024-11-04 08:06:30,16.0,0.051846454730222036,0.20484848484848484,0
676,432.1,2023-03-20 16:28:17,Debit,San Francisco,ATM,49,Engineer,240.0,1,2114.3,2024-11-04 08:10:16,16.0,0.20427362549047418,1.7929460580912864,0
677,375.17,2023-06-08 17:20:53,Debit,Fort Worth,ATM,51,Engineer,66.0,2,5495.3,2024-11-04 08:11:26,17.0,0.0682586467259793,5.599552238805971,0
678,642.68,2023-02-17 16:57:11,Debit,Fresno,Branch,50,Doctor,94.0,1,8461.46,2024-11-04 08:08:38,16.0,0.07594481982780421,6.765052631578946,0
679,78.44,2023-11-21 17:25:30,Credit,San Jose,Online,52,Retired,292.0,1,6870.84,2024-11-04 08:10:39,17.0,0.01141470115718643,0.26771331058020476,0
680,139.72,2023-01-16 17:53:00,Debit,Memphis,Branch,49,Engineer,201.0,1,5058.83,2024-11-04 08:08:24,17.0,0.027613575950180144,0.6916831683168316,0
681,499.99,2023-08-02 16:01:17,Debit,San Jose,Branch,31,Engineer,296.0,1,8885.0,2024-11-04 08:09:05,16.0,0.05626716182759397,1.6834680134680136,0
682,10.069999999999993,2023-01-17 16:47:41,Debit,Albuquerque,Online,24,Student,49.0,1,530.8099999999995,2024-11-04 08:08:57,16.0,0.01893533404787425,0.20140000000000002,0
683,120.62,2023-02-27 16:37:11,Debit,Raleigh,ATM,23,Student,85.0,1,9379.53,2024-11-04 08:06:39,16.0,0.012858548504188994,1.4025581395348838,0
684,578.49,2023-10-16 17:46:51,Debit,Nashville,Branch,59,Retired,180.0,1,6475.13,2024-11-04 08:06:50,17.0,0.08932649591654275,3.1960773480662983,0
685,119.29999999999998,2023-08-28 16:08:54,Debit,Mesa,Branch,34,Engineer,22.0,5,319.03999999999996,2024-11-04 08:08:55,16.0,0.3727659042619672,5.1869565217391305,0
686,280.92,2024-01-01 18:21:50,Debit,Phoenix,Online,41,Doctor,168.0,1,5298.85,2024-11-04 08:06:41,18.0,0.053005273734162285,1.6622485207100592,0
687,42.41999999999999,2023-06-01 17:19:57,Debit,Sacramento,Online,21,Student,102.0,1,490.5699999999997,2024-11-04 08:09:11,17.0,0.08629493256301239,0.41184466019417476,0
688,77.03,2023-06-19 16:57:53,Debit,Fresno,ATM,67,Doctor,259.0,1,11310.27,2024-11-04 08:08:06,16.0,0.006810022216780252,0.29626923076923073,0
689,22.590000000000003,2023-03-27 16:12:36,Debit,Seattle,ATM,62,Retired,45.0,1,3988.75,2024-11-04 08:08:22,16.0,0.005662008897800615,0.49108695652173906,0
690,568.76,2023-10-09 16:48:50,Debit,Baltimore,ATM,51,Retired,155.0,1,7484.32,2024-11-04 08:12:09,16.0,0.07598339149161291,3.6458974358974356,0
691,25.939999999999998,2023-10-16 18:53:31,Credit,San Jose,Online,58,Retired,211.0,5,4815.11,2024-11-04 08:06:38,18.0,0.005386089603435139,0.12235849056603776,0
692,105.94,2023-08-07 16:02:55,Debit,Oklahoma City,Branch,51,Engineer,207.0,1,5963.1,2024-11-04 08:09:59,16.0,0.017762948307372448,0.5093269230769231,0
693,733.29,2023-03-15 18:42:16,Debit,Virginia Beach,ATM,52,Doctor,94.0,5,10427.0,2024-11-04 08:07:12,18.0,0.070319332566168,7.718842105263157,0
694,350.15,2023-11-27 16:18:25,Credit,Fresno,ATM,21,Student,195.0,1,296.47000000000025,2024-11-04 08:08:37,16.0,1.177093488419,1.7864795918367347,0
695,913.49125,2023-08-25 17:26:27,Debit,Kansas City,ATM,65,Doctor,105.0,1,1100.06,2024-11-04 08:07:02,17.0,0.8296471127822281,8.617841981132075,0
696,183.67,2023-06-26 16:11:29,Debit,San Diego,Online,19,Student,238.0,1,910.2600000000002,2024-11-04 08:11:05,16.0,0.20155608717599804,0.7684937238493723,0
697,278.27,2023-04-10 16:47:55,Debit,Tucson,Branch,29,Doctor,123.0,1,6684.34,2024-11-04 08:09:58,16.0,0.04162391142410109,2.2441129032258065,0
698,470.3,2023-09-12 18:46:45,Debit,Austin,ATM,40,Doctor,88.0,1,8524.09,2024-11-04 08:08:00,18.0,0.055166573021516487,5.284269662921348,0
699,261.69,2023-11-27 17:29:25,Debit,Philadelphia,ATM,53,Retired,84.0,1,5126.65,2024-11-04 08:09:09,17.0,0.05103507454681969,3.078705882352941,0
700,365.04,2023-03-06 16:29:57,Debit,Virginia Beach,Branch,22,Student,94.0,1,873.8899999999994,2024-11-04 08:12:08,16.0,0.417241024585948,3.842526315789474,0
701,211.1,2023-09-14 16:58:48,Debit,Miami,Branch,57,Retired,136.0,1,7059.77,2024-11-04 08:07:01,16.0,0.02989758907314641,1.540875912408759,0
702,21.49000000000001,2023-05-04 16:51:17,Debit,Denver,ATM,58,Doctor,240.0,1,11991.24,2024-11-04 08:08:08,16.0,0.0017919921549268553,0.08917012448132788,0
703,63.579999999999984,2023-09-11 17:43:14,Debit,Columbus,ATM,18,Student,199.0,1,8086.04,2024-11-04 08:11:56,17.0,0.007861961855017412,0.31790000000000007,0
704,321.86,2023-07-24 16:25:51,Debit,San Antonio,ATM,63,Doctor,167.0,1,12626.49,2024-11-04 08:06:35,16.0,0.025488834281397175,1.9158333333333335,0
705,12.110000000000014,2023-12-12 16:17:27,Debit,Jacksonville,Branch,75,Retired,127.0,1,1730.2799999999997,2024-11-04 08:07:10,16.0,0.006994824638417815,0.0946093750000001,0
706,642.54,2023-05-10 18:49:20,Debit,Milwaukee,Branch,44,Engineer,28.0,1,3143.17,2024-11-04 08:10:37,18.0,0.20435917905202328,22.15655172413793,0
707,210.45,2023-12-11 16:47:05,Debit,Las Vegas,ATM,27,Student,146.0,1,1242.4899999999998,2024-11-04 08:06:24,16.0,0.16924140925942308,1.4316326530612244,0
708,313.65,2023-01-30 16:08:07,Credit,Chicago,Branch,55,Retired,173.0,1,1886.3599999999997,2024-11-04 08:10:49,16.0,0.16618451169888096,1.8025862068965517,0
709,99.76,2023-08-07 16:21:37,Debit,Sacramento,Branch,26,Student,131.0,1,416.8900000000003,2024-11-04 08:06:26,16.0,0.23872310895211662,0.7557575757575759,0
710,115.32,2023-07-25 17:24:07,Debit,Denver,Branch,53,Retired,113.0,1,5929.08,2024-11-04 08:08:36,17.0,0.01944661792083749,1.011578947368421,0
711,33.610000000000014,2023-08-21 17:25:00,Debit,Milwaukee,Online,23,Student,72.0,1,479.0799999999999,2024-11-04 08:08:40,17.0,0.07000916513914347,0.46041095890410966,0
